"City","Region","Population","Country","city_country"
"Hindaun","Rajasthan","105,500","India","Hindaun, India"
"Hindupur","Andhra Pradesh","151,700","India","Hindupur, India"
"Hinganghat","Maharashtra","101,800","India","Hinganghat, India"
"Hisar","Haryana","307,000","India","Hisar, India"
"Hoshangabad","Madhya Pradesh","118,000","India","Hoshangabad, India"
"Hoshiarpur","Punjab","168,700","India","Hoshiarpur, India"
"Hospet","Karnataka","206,200","India","Hospet, India"
"Hosur","Tamil Nadu","116,800","India","Hosur, India"
"Hubli-Dharwad","Karnataka","943,800","India","Hubli-Dharwad, India"
"Hugli-Chinsurah","West Bengal","179,900","India","Hugli-Chinsurah, India"
"Hyderabad","Telangana","6,993,300","India","Hyderabad, India"
"Ichalkaranji","Maharashtra","287,400","India","Ichalkaranji, India"
"Imphal","Manipur","277,200","India","Imphal, India"
"Indore","Madhya Pradesh","1,994,400","India","Indore, India"
"Jabalpur","Madhya Pradesh","1,081,700","India","Jabalpur, India"
"Jagadhri","Haryana","124,900","India","Jagadhri, India"
"Jagdalpur","Chhattisgarh","125,500","India","Jagdalpur, India"
"Jagtial","Telangana","103,900","India","Jagtial, India"
"Jaipur","Rajasthan","3,046,200","India","Jaipur, India"
"Jalandhar","Punjab","868,900","India","Jalandhar, India"
"Jalgaon","Maharashtra","460,200","India","Jalgaon, India"
"Jalna","Maharashtra","285,600","India","Jalna, India"
"Jalpaiguri","West Bengal","107,300","India","Jalpaiguri, India"
"Jamalpur","Bihar","105,400","India","Jamalpur, India"
"Jammu","Jammu and Kashmir","576,200","India","Jammu, India"
"Jamnagar","Gujarat","600,900","India","Jamnagar, India"
"Jamshedpur","Jharkhand","677,400","India","Jamshedpur, India"
"Jamuria","West Bengal","149,200","India","Jamuria, India"
"Jaunpur","Uttar Pradesh","180,400","India","Jaunpur, India"
"Jehanabad","Bihar","103,200","India","Jehanabad, India"
"Jetpur Navagadh","Gujarat","118,300","India","Jetpur Navagadh, India"
"Jhansi","Uttar Pradesh","505,700","India","Jhansi, India"
"Jhunjhunun","Rajasthan","118,500","India","Jhunjhunun, India"
"Jind","Haryana","167,600","India","Jind, India"
"Jodhpur","Rajasthan","1,056,200","India","Jodhpur, India"
"Jorhat","Assam","126,700","India","Jorhat, India"
"Junagadh","Gujarat","319,500","India","Junagadh, India"
"Kadapa","Andhra Pradesh","344,900","India","Kadapa, India"
"Kaithal","Haryana","144,900","India","Kaithal, India"
"Kakinada","Andhra Pradesh","384,200","India","Kakinada, India"
"Kalol","Gujarat","134,400","India","Kalol, India"
"Kalyan Dombivali","Maharashtra","1,247,300","India","Kalyan Dombivali, India"
"Kalyani","West Bengal","100,600","India","Kalyani, India"
"Kamarhati","West Bengal","330,200","India","Kamarhati, India"
"Kancheepuram","Tamil Nadu","164,400","India","Kancheepuram, India"
"Kanchrapara","West Bengal","129,600","India","Kanchrapara, India"
"Kannur","Kerala","232,486","India","Kannur, India"
"Kanpur","Uttar Pradesh","2,768,100","India","Kanpur, India"
"Kanpur Cantonment","Uttar Pradesh","108,500","India","Kanpur Cantonment, India"
"Karaikkudi","Tamil Nadu","106,700","India","Karaikkudi, India"
"Karawal Nagar","Delhi","224,300","India","Karawal Nagar, India"
"Karimnagar","Telangana","289,800","India","Karimnagar, India"
"Karnal","Haryana","302,100","India","Karnal, India"
"Kasganj","Uttar Pradesh","101,300","India","Kasganj, India"
"Kashipur","Uttarakhand","121,600","India","Kashipur, India"
"Katihar","Bihar","240,800","India","Katihar, India"
"Khammam","Telangana","196,300","India","Khammam, India"
"Khandwa","Madhya Pradesh","200,700","India","Khandwa, India"
"Khanna","Punjab","128,100","India","Khanna, India"
"Kharagpur","West Bengal","207,600","India","Kharagpur, India"
"Khardaha","West Bengal","108,500","India","Khardaha, India"
"Khargone","Madhya Pradesh","116,200","India","Khargone, India"
"Khora","Uttar Pradesh","190,000","India","Khora, India"
"Khurja","Uttar Pradesh","121,200","India","Khurja, India"
"Kirari Suleman Nagar","Delhi","283,200","India","Kirari Suleman Nagar, India"
"Kishanganj","Bihar","105,800","India","Kishanganj, India"
"Kishangarh","Rajasthan","154,900","India","Kishangarh, India"
"Kochi","Kerala","633,600","India","Kochi, India"
"Kolar","Karnataka","138,500","India","Kolar, India"
"Kolhapur","Maharashtra","549,200","India","Kolhapur, India"
"Kolkata","West Bengal","4,496,700","India","Kolkata, India"
"Kollam","Kerala","367,100","India","Kollam, India"
"Korba","Chhattisgarh","365,300","India","Korba, India"
"Kota","Rajasthan","1,001,700","India","Kota, India"
"Kottayam","Kerala","136,812","India","Kottayam, India"
"Kozhikode","Kerala","609,224","India","Kozhikode, India"
"Krishnanagar","West Bengal","153,100","India","Krishnanagar, India"
"Kulti","West Bengal","313,800","India","Kulti, India"
"Kumbakonam","Tamil Nadu","140,200","India","Kumbakonam, India"
"Kurichi","Tamil Nadu","123,700","India","Kurichi, India"
"Kurnool","Andhra Pradesh","457,600","India","Kurnool, India"
"Lakhimpur","Uttar Pradesh","152,000","India","Lakhimpur, India"
"Lalitpur","Uttar Pradesh","133,300","India","Lalitpur, India"
"Latur","Maharashtra","382,900","India","Latur, India"
"Loni","Uttar Pradesh","516,100","India","Loni, India"
"Lucknow","Uttar Pradesh","2,817,100","India","Lucknow, India"
"Ludhiana","Punjab","1,618,900","India","Ludhiana, India"
"Machilipatnam","Andhra Pradesh","169,900","India","Machilipatnam, India"
"Madanapalle","Andhra Pradesh","180,200","India","Madanapalle, India"
"Madhavaram","Tamil Nadu","119,100","India","Madhavaram, India"
"Madhyamgram","West Bengal","196,100","India","Madhyamgram, India"
"Madurai","Tamil Nadu","1,017,900","India","Madurai, India"
"Mahbubnagar","Telangana","190,400","India","Mahbubnagar, India"
"Mahesana","Gujarat","190,800","India","Mahesana, India"
"Maheshtala","West Bengal","448,300","India","Maheshtala, India"
"Mainpuri","Uttar Pradesh","136,600","India","Mainpuri, India"
"Malappuram","Kerala","101,400","India","Malappuram, India"
"Malegaon","Maharashtra","481,200","India","Malegaon, India"
"Malerkotia","Punjab","135,400","India","Malerkotia, India"
"Mandoli","Delhi","120,400","India","Mandoli, India"
"Mandsaur","Madhya Pradesh","141,700","India","Mandsaur, India"
"Mandya","Karnataka","137,400","India","Mandya, India"
"Mangalagiri","Andhra Pradesh","107,200","India","Mangalagiri, India"
"Mangalore","Karnataka","499,500","India","Mangalore, India"
"Mango","Jharkhand","223,800","India","Mango, India"
"Mathura","Uttar Pradesh","349,900","India","Mathura, India"
"Maunath Bhanjan","Uttar Pradesh","278,700","India","Maunath Bhanjan, India"
"Medinipur","West Bengal","169,300","India","Medinipur, India"
"Meerut","Uttar Pradesh","1,305,400","India","Meerut, India"
"Mira Bhayandar","Maharashtra","809,400","India","Mira Bhayandar, India"
"Miryalaguda","Telangana","104,900","India","Miryalaguda, India"
"Mirazpur-cum-Vindhyachal","Uttar Pradesh","234,900","India","Mirazpur-cum-Vindhyachal, India"
"Modinagar","Uttar Pradesh","130,300","India","Modinagar, India"
"Moga","Punjab","163,400","India","Moga, India"
"Moradabad","Uttar Pradesh","887,900","India","Moradabad, India"
"Morena","Madhya Pradesh","200,500","India","Morena, India"
"Morvi","Gujarat","210,500","India","Morvi, India"
"Motihari","Bihar","126,200","India","Motihari, India"
"Mughalsarai","Uttar Pradesh","109,700","India","Mughalsarai, India"
"Muktsar","Punjab","116,700","India","Muktsar, India"
"Munger","Bihar","213,300","India","Munger, India"
"Murwara (Katni)","Madhya Pradesh","221,900","India","Murwara (Katni), India"
"Mustafabad","Delhi","127,200","India","Mustafabad, India"
"Muzaffarnagar","Uttar Pradesh","392,800","India","Muzaffarnagar, India"
"Muzaffarpur","Bihar","354,500","India","Muzaffarpur, India"
"Mysore","Karnataka","920,600","India","Mysore, India"
"Nabadwip","West Bengal","125,500","India","Nabadwip, India"
"Nadiad","Gujarat","225,100","India","Nadiad, India"
"Nagaon","Assam","121,600","India","Nagaon, India"
"Nagapattinam","Tamil Nadu","102,900","India","Nagapattinam, India"
"Nagaur","Rajasthan","105,200","India","Nagaur, India"
"Nagda","Madhya Pradesh","100,000","India","Nagda, India"
"Nagercoli","Tamil Nadu","224,800","India","Nagercoli, India"
"Nagpur","Maharashtra","2,405,700","India","Nagpur, India"
"Naihati","West Bengal","217,900","India","Naihati, India"
"Nalgonda","Telangana","154,300","India","Nalgonda, India"
"Nanded","Maharashtra","550,400","India","Nanded, India"
"Nandurbar","Maharashtra","111,000","India","Nandurbar, India"
"Nandyal","Andhra Pradesh","211,400","India","Nandyal, India"
"Nangloi Jat","Delhi","205,600","India","Nangloi Jat, India"
"Narasaraopet","Andhra Pradesh","117,500","India","Narasaraopet, India"
"Nashik","Maharashtra","1,486,100","India","Nashik, India"
"Navi Mumbai","Maharashtra","1,120,500","India","Navi Mumbai, India"
"Navsari","Gujarat","171,100","India","Navsari, India"
"Neemuch","Madhya Pradesh","128,600","India","Neemuch, India"
"Nellore","Andhra Pradesh","547,600","India","Nellore, India"
"New Delhi Municipal Council","Delhi","257,800","India","New Delhi Municipal Council, India"
"Neyveli","Tamil Nadu","105,700","India","Neyveli, India"
"Nizamabad","Telangana","311,200","India","Nizamabad, India"
"Noida","Uttar Pradesh","637,300","India","Noida, India"
"North Barrackpur","West Bengal","132,800","India","North Barrackpur, India"
"North Dum Dum","West Bengal","249,100","India","North Dum Dum, India"
"Ongole","Andhra Pradesh","208,300","India","Ongole, India"
"Orai","Uttar Pradesh","190,600","India","Orai, India"
"Osmanabad","Maharashtra","111,800","India","Osmanabad, India"
"Ozhukarai","Puducherry","300,100","India","Ozhukarai, India"
"Palakkad","Kerala","131,000","India","Palakkad, India"
"Palanpur","Gujarat","141,600","India","Palanpur, India"
"Pali","Rajasthan","230,100","India","Pali, India"
"Pallavaram","Tamil Nadu","234,000","India","Pallavaram, India"
"Palwal","Haryana","131,900","India","Palwal, India"
"Panchkula","Haryana","211,400","India","Panchkula, India"
"Panihati","West Bengal","377,300","India","Panihati, India"
"Panipat","Haryana","296,000","India","Panipat, India"
"Panvel","Maharashtra","180,000","India","Panvel, India"
"Parbhani","Maharashtra","307,200","India","Parbhani, India"
"Patan","Gujarat","133,700","India","Patan, India"
"Pathankot","Punjab","156,300","India","Pathankot, India"
"Patiala","Punjab","446,200","India","Patiala, India"
"Patna","Bihar","1,684,300","India","Patna, India"
"Pilibhit","Uttar Pradesh","128,000","India","Pilibhit, India"
"Pimpri Chinchwad","Maharashtra","1,727,700","India","Pimpri Chinchwad, India"
"Pithampur","Madhya Pradesh","126,200","India","Pithampur, India"
"Porbandar","Gujarat","152,800","India","Porbandar, India"
"Port Blair","Andaman and Nicobar Islands","108,100","India","Port Blair, India"
"Proddatur","Andhra Pradesh","164,000","India","Proddatur, India"
"Puducherry","Puducherry","244,400","India","Puducherry, India"
"Pudukkottai","Tamil Nadu","117,600","India","Pudukkottai, India"
"Pune","Maharashtra","3,124,500","India","Pune, India"
"Puri","Odisha","200,600","India","Puri, India"
"Purnia","Bihar","282,200","India","Purnia, India"
"Puruliya","West Bengal","121,100","India","Puruliya, India"
"Rae Bareli","Uttar Pradesh","191,300","India","Rae Bareli, India"
"Raichur","Karnataka","234,100","India","Raichur, India"
"Raiganj","West Bengal","183,600","India","Raiganj, India"
"Raigarh","Chhattisgarh","150,000","India","Raigarh, India"
"Raipur","Chhattisgarh","1,027,300","India","Raipur, India"
"Rajahmundry","Andhra Pradesh","376,300","India","Rajahmundry, India"
"Rajapalayam","Tamil Nadu","130,400","India","Rajapalayam, India"
"Rajarhat Gopalpur","West Bengal","402,800","India","Rajarhat Gopalpur, India"
"Rajkot","Gujarat","1,323,400","India","Rajkot, India"
"Rajnandgaon","Chhattisgarh","163,100","India","Rajnandgaon, India"
"Rajpur Sonarpur","West Bengal","424,400","India","Rajpur Sonarpur, India"
"Ramagundam","Telangana","243,000","India","Ramagundam, India"
"Rampur","Uttar Pradesh","325,300","India","Rampur, India"
"Ranchi","Jharkhand","1,073,400","India","Ranchi, India"
"Ranibennur","Karnataka","106,400","India","Ranibennur, India"
"Raniganj","West Bengal","129,400","India","Raniganj, India"
"Ratlam","Madhya Pradesh","264,900","India","Ratlam, India"
"Raurkela Industrial Township","Odisha","216,400","India","Raurkela Industrial Township, India"
"Raurkela Town","Odisha","320,000","India","Raurkela Town, India"
"Rewa","Madhya Pradesh","235,700","India","Rewa, India"
"Rewari","Haryana","143,000","India","Rewari, India"
"Rishra","West Bengal","124,600","India","Rishra, India"
"Robertson Pet","Karnataka","162,200","India","Robertson Pet, India"
"Rohtak","Haryana","372,300","India","Rohtak, India"
"Roorkee","Uttarakhand","118,200","India","Roorkee, India"
"Rudrapur","Uttarakhand","154,600","India","Rudrapur, India"
"S.A.S. Nagar","Punjab","166,900","India","S.A.S. Nagar, India"
"Sagar","Madhya Pradesh","274,600","India","Sagar, India"
"Saharanpur","Uttar Pradesh","705,500","India","Saharanpur, India"
"Saharsa","Bihar","156,500","India","Saharsa, India"
"Salem","Tamil Nadu","829,300","India","Salem, India"
"Sambalpur","Odisha","189,400","India","Sambalpur, India"
"Sambhal","Uttar Pradesh","220,800","India","Sambhal, India"
"Sangli-Miraj Kupwad","Maharashtra","502,800","India","Sangli-Miraj Kupwad, India"
"Santipur","West Bengal","151,800","India","Santipur, India"
"Sasaram","Bihar","147,400","India","Sasaram, India"
"Satara","Maharashtra","120,200","India","Satara, India"
"Satna","Madhya Pradesh","283,000","India","Satna, India"
"Sawai Madhpour","Rajasthan","121,100","India","Sawai Madhpour, India"
"Secunderabad","Telangana","217,900","India","Secunderabad, India"
"Sehore","Madhya Pradesh","109,110","India","Sehore, India"
"Seoni","Madhya Pradesh","102,300","India","Seoni, India"
"Serampore","West Bengal","181,800","India","Serampore, India"
"Shahjahanpur","Uttar Pradesh","329,700","India","Shahjahanpur, India"
"Shamli","Uttar Pradesh","107,300","India","Shamli, India"
"Shikohabad","Uttar Pradesh","107,400","India","Shikohabad, India"
"Shillong","Meghalaya","143,200","India","Shillong, India"
"Shimla","Himachal Pradesh","169,600","India","Shimla, India"
"Shimoga","Karnataka","322,700","India","Shimoga, India"
"Shivpuri","Madhya Pradesh","180,000","India","Shivpuri, India"
"Sikar","Rajasthan","244,500","India","Sikar, India"
"Silchar","Assam","178,900","India","Silchar, India"
"Siliguri","West Bengal","513,300","India","Siliguri, India"
"Singrauli","Madhya Pradesh","220,300","India","Singrauli, India"
"Sirsa","Haryana","182,500","India","Sirsa, India"
"Sitapur","Uttar Pradesh","177,200","India","Sitapur, India"
"Siwan","Bihar","135,100","India","Siwan, India"
"Solapur","Maharashtra","951,600","India","Solapur, India"
"Sonipat","Haryana","289,300","India","Sonipat, India"
"South Dum Dum","West Bengal","403,300","India","South Dum Dum, India"
"Srikakulam","Andhra Pradesh","137,900","India","Srikakulam, India"
"Srinagar","Jammu and Kashmir","1,206,400","India","Srinagar, India"
"Sujangarh","Rajasthan","101,500","India","Sujangarh, India"
"Sultan Pur Majra","Delhi","181,600","India","Sultan Pur Majra, India"
"Sultanpur","Punjab","107,600","India","Sultanpur, India"
"Surat","Gujarat","4,501,600","India","Surat, India"
"Surendranagar Dudhrej","Gujarat","177,900","India","Surendranagar Dudhrej, India"
"Suryapet","Telangana","106,800","India","Suryapet, India"
"Tadepelligudem","Andhra Pradesh","104,000","India","Tadepelligudem, India"
"Tadpatri","Andhra Pradesh","108,200","India","Tadpatri, India"
"Tambaram","Tamil Nadu","174,800","India","Tambaram, India"
"Tenali","Andhra Pradesh","164,900","India","Tenali, India"
"Thane","Maharashtra","1,841,500","India","Thane, India"
"Thanesar","Haryana","155,200","India","Thanesar, India"
"Thanjavur","Tamil Nadu","222,900","India","Thanjavur, India"
"Thiruvananthapuram","Kerala","788,300","India","Thiruvananthapuram, India"
"Thoothkkudi","Tamil Nadu","237,800","India","Thoothkkudi, India"
"Thrissur","Kerala","316,000","India","Thrissur, India"
"Tinsukia","Assam","116,300","India","Tinsukia, India"
"Tiruchirappalli","Tamil Nadu","847,400","India","Tiruchirappalli, India"
"Tirunelveli","Tamil Nadu","473,600","India","Tirunelveli, India"
"Tirupati","Andhra Pradesh","295,300","India","Tirupati, India"
"Tiruppur","Tamil Nadu","444,400","India","Tiruppur, India"
"Tiruvannamalai","Tamil Nadu","145,300","India","Tiruvannamalai, India"
"Tiruvottiyur","Tamil Nadu","249,400","India","Tiruvottiyur, India"
"Titagarh","West Bengal","116,500","India","Titagarh, India"
"Tonk","Rajasthan","165,300","India","Tonk, India"
"Tumkur","Karnataka","302,100","India","Tumkur, India"
"Udaipur","Rajasthan","451,100","India","Udaipur, India"
"Udgir","Maharashtra","103,600","India","Udgir, India"
"Udupi","Karnataka","145,000","India","Udupi, India"
"Ujjain","Madhya Pradesh","515,200","India","Ujjain, India"
"Ulhasnagar","Maharashtra","506,100","India","Ulhasnagar, India"
"Uluberia","West Bengal","235,300","India","Uluberia, India"
"Unnao","Uttar Pradesh","177,700","India","Unnao, India"
"Uttarpara Kotrung","West Bengal","159,100","India","Uttarpara Kotrung, India"
"Vadodara","Gujarat","1,752,400","India","Vadodara, India"
"Valsad","Gujarat","139,800","India","Valsad, India"
"Vapi","Gujarat","163,600","India","Vapi, India"
"Varanasi","Uttar Pradesh","1,198,500","India","Varanasi, India"
"Vasai-Virar City","Maharashtra","1,222,400","India","Vasai-Virar City, India"
"Vellore","Tamil Nadu","185,800","India","Vellore, India"
"Veraval","Gujarat","171,100","India","Veraval, India"
"Vidisha","Madhya Pradesh","156,000","India","Vidisha, India"
"Vijayawada","Andhra Pradesh","1,143,200","India","Vijayawada, India"
"Visakhnapatnam","Andhra Pradesh","1,728,100","India","Visakhnapatnam, India"
"Vizianagaram","Andhra Pradesh","228,700","India","Vizianagaram, India"
