"City","Region","Population","Country","city_country"
"Gwangju","Seoul Capital Area","286,700","South_Korea","Gwangju, South_Korea"
"Gwangyang","Honam","143,900","South_Korea","Gwangyang, South_Korea"
"Gwangmyeong","Seoul Capital Area","298,100","South_Korea","Gwangmyeong, South_Korea"
"Gyeongju","Yeongnam","261,800","South_Korea","Gyeongju, South_Korea"
"Gyeongsan","Yeongnam","283,700","South_Korea","Gyeongsan, South_Korea"
"Hanam","Seoul Capital Area","279,800","South_Korea","Hanam, South_Korea"
"Hwaseong","Seoul Capital Area","640,900","South_Korea","Hwaseong, South_Korea"
"Iksan","Honam","285,300","South_Korea","Iksan, South_Korea"
"Incheon","Seoul Capital Area","2,914,500","South_Korea","Incheon, South_Korea"
"Icheon","Seoul Capital Area","226,200","South_Korea","Icheon, South_Korea"
"Jecheon","Hoseo","134,800","South_Korea","Jecheon, South_Korea"
"Jeju","Jeju Province","593,500","South_Korea","Jeju, South_Korea"
"Jeongeup","Honam","106,700","South_Korea","Jeongeup, South_Korea"
"Jeonju","Honam","652,400","South_Korea","Jeonju, South_Korea"
"Jinju","Yeongnam","352,400","South_Korea","Jinju, South_Korea"
"Miryang","Yeongnam","103,200","South_Korea","Miryang, South_Korea"
"Mokpo","Honam","224,500","South_Korea","Mokpo, South_Korea"
"Naju","Honam","113,300","South_Korea","Naju, South_Korea"
"Namyangju","Seoul Capital Area","713,300","South_Korea","Namyangju, South_Korea"
"Nonsan","Hoseo","119,700","South_Korea","Nonsan, South_Korea"
"Osan","Seoul Capital Area","240,600","South_Korea","Osan, South_Korea"
"Paju","Seoul Capital Area","427,700","South_Korea","Paju, South_Korea"
"Pocheon","Seoul Capital Area","157,900","South_Korea","Pocheon, South_Korea"
"Pohang","Yeongnam","516,500","South_Korea","Pohang, South_Korea"
"Pyeongtaek","Seoul Capital Area","500,800","South_Korea","Pyeongtaek, South_Korea"
"Sacheon","Yeongnam","111,100","South_Korea","Sacheon, South_Korea"
"Sejong","Hoseo","227,300","South_Korea","Sejong, South_Korea"
"Seogwipo","Jeju Province","178,600","South_Korea","Seogwipo, South_Korea"
"Seoul","Seoul Capital Area","9,834,700","South_Korea","Seoul, South_Korea"
"Seongnam","Seoul Capital Area","994,200","South_Korea","Seongnam, South_Korea"
"Seosan","Hoseo","176,400","South_Korea","Seosan, South_Korea"
"Siheung","Seoul Capital Area","511,800","South_Korea","Siheung, South_Korea"
"Suncheon","Honam","272,400","South_Korea","Suncheon, South_Korea"
"Suwon","Seoul Capital Area","1,210,200","South_Korea","Suwon, South_Korea"
"Tongyeong","Yeongnam","123,000","South_Korea","Tongyeong, South_Korea"
"Uijeongbu","Seoul Capital Area","436,500","South_Korea","Uijeongbu, South_Korea"
"Uiwang","Seoul Capital Area","160,200","South_Korea","Uiwang, South_Korea"
"Ulsan","Yeongnam","1,146,800","South_Korea","Ulsan, South_Korea"
"Wonju","Gwandong","332,800","South_Korea","Wonju, South_Korea"
"Yangju","Seoul Capital Area","233,300","South_Korea","Yangju, South_Korea"
"Yangsan","Yeongnam","351,200","South_Korea","Yangsan, South_Korea"
"Yeoju","Seoul Capital Area","113,400","South_Korea","Yeoju, South_Korea"
"Yeongcheon","Yeongnam","100,300","South_Korea","Yeongcheon, South_Korea"
"Yeongju","Yeongnam","103,800","South_Korea","Yeongju, South_Korea"
"Yeosu","Honam","271,500","South_Korea","Yeosu, South_Korea"
"Yongin","Seoul Capital Area","971,300","South_Korea","Yongin, South_Korea"
"Juba","Central Equatoria","230,195","South_Sudan","Juba, South_Sudan"
"Wau","Western Bahr el Ghazal","118,331","South_Sudan","Wau, South_Sudan"
"Malakal","Upper Nile","114,528","South_Sudan","Malakal, South_Sudan"
"Yambio","Western Equatoria","105,881","South_Sudan","Yambio, South_Sudan"
"Albacete","Castilla–La Mancha","173,206","Spain","Albacete, Spain"
"Alcalá de Henares","Community of Madrid","199,184","Spain","Alcalá de Henares, Spain"
"Alcobendas","Community of Madrid","119,416","Spain","Alcobendas, Spain"
"Alcorcón","Community of Madrid","171,772","Spain","Alcorcón, Spain"
"Algeciras","Andalusia","123,639","Spain","Algeciras, Spain"
"Alicante","Valencian Community","349,282","Spain","Alicante, Spain"
"Almería","Andalusia","200,578","Spain","Almería, Spain"
"Badajoz","Extremadura","150,190","Spain","Badajoz, Spain"
"Badalona","Catalonia","225,957","Spain","Badalona, Spain"
"Barakaldo","Basque Country","101,229","Spain","Barakaldo, Spain"
"Barcelona","Catalonia","1,660,122","Spain","Barcelona, Spain"
"Bilbao","Basque Country","346,096","Spain","Bilbao, Spain"
"Burgos","Castile and León","174,451","Spain","Burgos, Spain"
"Cádiz","Andalusia","111,811","Spain","Cádiz, Spain"
"Cartagena","Region of Murcia","218,050","Spain","Cartagena, Spain"
"Castellón de la Plana","Valencian Community","176,238","Spain","Castellón de la Plana, Spain"
"Córdoba","Andalusia","323,763","Spain","Córdoba, Spain"
"A Coruña","Galicia","247,376","Spain","A Coruña, Spain"
"Dos Hermanas","Andalusia","138,981","Spain","Dos Hermanas, Spain"
"Elche","Valencian Community","238,293","Spain","Elche, Spain"
"Fuenlabrada","Community of Madrid","188,736","Spain","Fuenlabrada, Spain"
"Getafe","Community of Madrid","185,899","Spain","Getafe, Spain"
"Gijón","Asturias","268,313","Spain","Gijón, Spain"
"Girona","Catalonia","104,320","Spain","Girona, Spain"
"Granada","Andalusia","230,595","Spain","Granada, Spain"
"L'Hospitalet de Llobregat","Catalonia","274,455","Spain","L'Hospitalet de Llobregat, Spain"
"Huelva","Andalusia","142,532","Spain","Huelva, Spain"
"Jaén","Andalusia","111,888","Spain","Jaén, Spain"
"Jérez de la Frontera","Andalusia","213,231","Spain","Jérez de la Frontera, Spain"
"Leganés","Community of Madrid","190,665","Spain","Leganés, Spain"
"León","Castile and León","121,281","Spain","León, Spain"
"Lleida","Catalonia","143,094","Spain","Lleida, Spain"
"Logroño","La Rioja","150,583","Spain","Logroño, Spain"
"Madrid","Community of Madrid","3,332,035","Spain","Madrid, Spain"
"Málaga","Andalusia","586,384","Spain","Málaga, Spain"
"Marbella","Andalusia","156,295","Spain","Marbella, Spain"
"Mataró","Catalonia","129,870","Spain","Mataró, Spain"
"Móstoles","Community of Madrid","211,265","Spain","Móstoles, Spain"
"Murcia","Region of Murcia","469,177","Spain","Murcia, Spain"
"Ourense","Galicia","104,250","Spain","Ourense, Spain"
"Oviedo","Asturias","217,584","Spain","Oviedo, Spain"
"Palma de Mallorca","Balearic Islands","423,350","Spain","Palma de Mallorca, Spain"
"Las Palmas","Canary Islands","378,027","Spain","Las Palmas, Spain"
"Pamplona","Navarre","205,762","Spain","Pamplona, Spain"
"Parla","Community of Madrid","133,004","Spain","Parla, Spain"
"Reus","Catalonia","108,479","Spain","Reus, Spain"
"Rivas-Vaciamadrid","Community of Madrid","100,275","Spain","Rivas-Vaciamadrid, Spain"
"Roquetas de Mar","Andalusia","106,510","Spain","Roquetas de Mar, Spain"
"Sabadell","Catalonia","218,300","Spain","Sabadell, Spain"
"Salamanca","Castile and León","143,954","Spain","Salamanca, Spain"
"San Cristóbal de La Laguna","Canary Islands","159,034","Spain","San Cristóbal de La Laguna, Spain"
"San Sebastián","Basque Country","188,743","Spain","San Sebastián, Spain"
"Santa Coloma de Gramenet","Catalonia","119,862","Spain","Santa Coloma de Gramenet, Spain"
"Santa Cruz de Tenerife","Canary Islands","209,395","Spain","Santa Cruz de Tenerife, Spain"
"Santander","Cantabria","172,726","Spain","Santander, Spain"
"Seville","Andalusia","684,025","Spain","Seville, Spain"
"Tarragona","Catalonia","138,262","Spain","Tarragona, Spain"
"Telde","Canary Islands","102,487","Spain","Telde, Spain"
"Terrassa","Catalonia","225,277","Spain","Terrassa, Spain"
"Torrejón de Ardoz","Community of Madrid","137,711","Spain","Torrejón de Ardoz, Spain"
"Valencia","Valencian Community","807,693","Spain","Valencia, Spain"
"Valladolid","Castile and León","297,459","Spain","Valladolid, Spain"
"Vigo","Galicia","293,652","Spain","Vigo, Spain"
"Vitoria-Gasteiz","Basque Country","255,886","Spain","Vitoria-Gasteiz, Spain"
"Zaragoza","Aragon","682,513","Spain","Zaragoza, Spain"
"Colombo","Western","647,100","Sri_Lanka","Colombo, Sri_Lanka"
"Dehiwala-Mount Lavinia","Western","210,500","Sri_Lanka","Dehiwala-Mount Lavinia, Sri_Lanka"
"Kandy","Central","109,300","Sri_Lanka","Kandy, Sri_Lanka"
"Moratuwa","Western","177,600","Sri_Lanka","Moratuwa, Sri_Lanka"
"Negombo","Western","121,700","Sri_Lanka","Negombo, Sri_Lanka"
"Sri Jayawardanapura Kotte","Western","116,400","Sri_Lanka","Sri Jayawardanapura Kotte, Sri_Lanka"
"Ad-Damazin","Blue Nile","136,800","Sudan","Ad-Damazin, Sudan"
"Ad-Du'ayn","East Darfur","137,100","Sudan","Ad-Du'ayn, Sudan"
"Al-Fashir","North Darfur","217,800","Sudan","Al-Fashir, Sudan"
"Al-Junaynah","West Darfur","134,300","Sudan","Al-Junaynah, Sudan"
"Al-Khartum","Khartoum","1,410,900","Sudan","Al-Khartum, Sudan"
"Al-Khartum Bahri","Khartoum","1,012,200","Sudan","Al-Khartum Bahri, Sudan"
"Al-Qadarif","Al Qadarif","269,400","Sudan","Al-Qadarif, Sudan"
"Al-Ubayyid","North Kordofan","345,100","Sudan","Al-Ubayyid, Sudan"
"'Atbarah","River Nile","112,000","Sudan","'Atbarah, Sudan"
"Bur Sudan","Red Sea","394,600","Sudan","Bur Sudan, Sudan"
"Kassala","Kassala","298,500","Sudan","Kassala, Sudan"
"Kusti","White Nile","213,100","Sudan","Kusti, Sudan"
"Nyala","South Darfur","493,000","Sudan","Nyala, Sudan"
"Rabak","White Nile","123,900","Sudan","Rabak, Sudan"
"Sannar","Sennar","123,200","Sudan","Sannar, Sudan"
"Umm Durman","Khartoum","1,849,700","Sudan","Umm Durman, Sudan"
"Wad Madani","Gezira","298,500","Sudan","Wad Madani, Sudan"
"Paramaribo","Paramaribo","240,924","Suriname","Paramaribo, Suriname"
"Gothenburg","Västra Götaland","655,100","Sweden","Gothenburg, Sweden"
"Helsingborg","Skåne","113,800","Sweden","Helsingborg, Sweden"
"Jönköping","Jönköping","101,100","Sweden","Jönköping, Sweden"
"Linköping","Östergötland","119,000","Sweden","Linköping, Sweden"
"Malmö","Skåne","324,000","Sweden","Malmö, Sweden"
"Örebro","Örebro","126,000","Sweden","Örebro, Sweden"
"Stockholm","Stockholm","1,766,100","Sweden","Stockholm, Sweden"
"Uppsala","Uppsala","167,300","Sweden","Uppsala, Sweden"
"Västerås","Västmanland","128,500","Sweden","Västerås, Sweden"
"Gävle","Gävleborg","105,000","Sweden","Gävle, Sweden"
"Basel","Basel-Stadt","169,900","Switzerland","Basel, Switzerland"
"Bern","Bern","131,600","Switzerland","Bern, Switzerland"
"Geneva","Geneva","198,100","Switzerland","Geneva, Switzerland"
"Lausanne","Vaud","135,600","Switzerland","Lausanne, Switzerland"
"Winterthur","Zürich","108,300","Switzerland","Winterthur, Switzerland"
"Zürich","Zürich","397,000","Switzerland","Zürich, Switzerland"
"Aleppo","Aleppo","4,450,000","Syria","Aleppo, Syria"
"Al-Hasakeh","Al-Hasakah","1,392,000","Syria","Al-Hasakeh, Syria"
"Al-Raqqah","Raqqa","865,000","Syria","Al-Raqqah, Syria"
"Al-Sweida","As-Suwayda","349,000","Syria","Al-Sweida, Syria"
"Damascus","Damascus","4,209,000","Syria","Damascus, Syria"
"Deir El-Zor","Deir ez-Zor","1,111,000","Syria","Deir El-Zor, Syria"
"Dra'a","Daraa","930,000","Syria","Dra'a, Syria"
"Hama","Hama","1,508,000","Syria","Hama, Syria"
"Homs","Homs","1,667,000","Syria","Homs, Syria"
"Idleb","Idlib","1,376,000","Syria","Idleb, Syria"
"Lattakia","Latakia","951,000","Syria","Lattakia, Syria"
"Tartous","Tartus","756,000","Syria","Tartous, Syria"
"Changhua","Changhua","231,300","Taiwan","Changhua, Taiwan"
"Chiayi","Chiayi City","266,000","Taiwan","Chiayi, Taiwan"
"Douliu","Yunlin","108,700","Taiwan","Douliu, Taiwan"
"Hsinchu","Hsinchu","451,400","Taiwan","Hsinchu, Taiwan"
"Hualien","Hualien","102,500","Taiwan","Hualien, Taiwan"
"Kaohsiung","Kaohsiung","2,765,900","Taiwan","Kaohsiung, Taiwan"
"Keelung","Keelung","367,600","Taiwan","Keelung, Taiwan"
"New Taipei","New Taipei","4,031,000","Taiwan","New Taipei, Taiwan"
"Pingtung","Pingtung","197,600","Taiwan","Pingtung, Taiwan"
"Taichung","Taichung","2,820,800","Taiwan","Taichung, Taiwan"
"Tainan","Tainan","1,874,900","Taiwan","Tainan, Taiwan"
"Taipei","Taipei","2,602,400","Taiwan","Taipei, Taiwan"
"Taitung","Taitung","104,800","Taiwan","Taitung, Taiwan"
"Taoyuan","Taoyuan","2,268,800","Taiwan","Taoyuan, Taiwan"
"Toufen","Miaoli","104,400","Taiwan","Toufen, Taiwan"
"Yuanlin","Changhua","124,300","Taiwan","Yuanlin, Taiwan"
"Zhubei","Hsinchu","200,800","Taiwan","Zhubei, Taiwan"
"Bokhtar","Khatlon","135,800","Tajikistan","Bokhtar, Tajikistan"
"Dushanbe","Dushanbe","1 564,200","Tajikistan","Dushanbe, Tajikistan"
"Khujand","Sughd","208,600","Tajikistan","Khujand, Tajikistan"
"Kulob","Khatlon","112,700","Tajikistan","Kulob, Tajikistan"
"Dar es Salaam","Dar es Salaam","4,364,500","Tanzania","Dar es Salaam, Tanzania"
"Mwanza","Mwanza","706,545","Tanzania","Mwanza, Tanzania"
"Arusha","Arusha","416,442","Tanzania","Arusha, Tanzania"
"Dodoma","Dodoma","410,955","Tanzania","Dodoma, Tanzania"
"Morogoro","Morogoro","315,865","Tanzania","Morogoro, Tanzania"
"Tanga","Tanga","273,330","Tanzania","Tanga, Tanzania"
"Mbeya","Mbeya","270,740","Tanzania","Mbeya, Tanzania"
"Kasulu","Kigoma","234,452","Tanzania","Kasulu, Tanzania"
"Kigoma","Kigoma","215,458","Tanzania","Kigoma, Tanzania"
"Zanzibar City","Zanzibar","206,290","Tanzania","Zanzibar City, Tanzania"
"Songea","Ruvuma","203,309","Tanzania","Songea, Tanzania"
"Moshi","Kilimanjaro","201,150","Tanzania","Moshi, Tanzania"
"Tabora","Tabora","160,608","Tanzania","Tabora, Tanzania"
"Iringa","Iringa","151,345","Tanzania","Iringa, Tanzania"
"Musoma","Mara","134,327","Tanzania","Musoma, Tanzania"
"Bukoba","Kagera","128,796","Tanzania","Bukoba, Tanzania"
"Sumbawanga","Rukwa","124,204","Tanzania","Sumbawanga, Tanzania"
"Shinyanga","Shinyanga","107,360","Tanzania","Shinyanga, Tanzania"
"Bangkok","Bangkok","5,588,222","Thailand","Bangkok, Thailand"
"Nonthaburi","Nonthaburi","251,026","Thailand","Nonthaburi, Thailand"
"Pak Kret","Nonthaburi","189,458","Thailand","Pak Kret, Thailand"
"Hat Yai","Songkhla","149,459","Thailand","Hat Yai, Thailand"
"Chaophraya Surasak","Chonburi","146,474","Thailand","Chaophraya Surasak, Thailand"
"Surat Thani","Surat Thani","131,599","Thailand","Surat Thani, Thailand"
"Nakhon Ratchasima","Nakhon Ratchasima","122,730","Thailand","Nakhon Ratchasima, Thailand"
"Chiang Mai","Chiang Mai","122,627","Thailand","Chiang Mai, Thailand"
"Udon Thani","Udon Thani","120,222","Thailand","Udon Thani, Thailand"
"Pattaya","Chonburi","117,606","Thailand","Pattaya, Thailand"
"Khon Kaen","Khon Kaen","110,615","Thailand","Khon Kaen, Thailand"
"Nakhon Si Thammarat","Nakhon Si Thammarat","100,416","Thailand","Nakhon Si Thammarat, Thailand"
"Lomé","Maritime","1,477,658","Togo","Lomé, Togo"
"Tunis","Tunis","599,368","Tunisia","Tunis, Tunisia"
"Sfax","Sfax","286,636","Tunisia","Sfax, Tunisia"
"Sousse","Sousse","250,540","Tunisia","Sousse, Tunisia"
"La Soukra","Ariana","153,307","Tunisia","La Soukra, Tunisia"
"Kairouan","Kairouan","138,947","Tunisia","Kairouan, Tunisia"
"Bizerte","Bizerte","138,430","Tunisia","Bizerte, Tunisia"
"Sidi Hassine","Tunis","130,255","Tunisia","Sidi Hassine, Tunisia"
"Ariana","Ariana","123,079","Tunisia","Ariana, Tunisia"
"El Mourouj","Ben Arous","120,732","Tunisia","El Mourouj, Tunisia"
"Gabès","Gabès","107,634","Tunisia","Gabès, Tunisia"
"Monastir","Monastir","107,127","Tunisia","Monastir, Tunisia"
"La Marsa","Tunis","101,601","Tunisia","La Marsa, Tunisia"
"Adana","Adana","1,797,136","Turkey","Adana, Turkey"
"Ceyhan","Adana","159,955","Turkey","Ceyhan, Turkey"
"Kozan","Adana","132,320","Turkey","Kozan, Turkey"
"Adıyaman","Adıyaman","267,131","Turkey","Adıyaman, Turkey"
"Afyonkarahisar","Afyonkarahisar","251,799","Turkey","Afyonkarahisar, Turkey"
"Ağrı","Ağrı","120,390","Turkey","Ağrı, Turkey"
"Aksaray","Aksaray","247,147","Turkey","Aksaray, Turkey"
"Amasya","Amasya","114,921","Turkey","Amasya, Turkey"
"Ankara","Ankara","5,156,573","Turkey","Ankara, Turkey"
"Polatlı","Ankara","127,526","Turkey","Polatlı, Turkey"
"Alanya","Antalya","350,636","Turkey","Alanya, Turkey"
"Antalya","Antalya","1,462,129","Turkey","Antalya, Turkey"
"Manavgat","Antalya","245,740","Turkey","Manavgat, Turkey"
"Serik","Antalya","134,953","Turkey","Serik, Turkey"
"Aydın","Aydın","300,225","Turkey","Aydın, Turkey"
"Kuşadası","Aydın","125,812","Turkey","Kuşadası, Turkey"
"Nazilli","Aydın","160,581","Turkey","Nazilli, Turkey"
"Söke","Aydın","122,708","Turkey","Söke, Turkey"
"Balıkesir","Balıkesir","370,156","Turkey","Balıkesir, Turkey"
"Bandırma","Balıkesir","161,894","Turkey","Bandırma, Turkey"
"Edremit","Balıkesir","164,696","Turkey","Edremit, Turkey"
"Batman","Batman","452,157","Turkey","Batman, Turkey"
"Bingöl","Bingöl","128,935","Turkey","Bingöl, Turkey"
"Bolu","Bolu","184,682","Turkey","Bolu, Turkey"
"Bursa","Bursa","2,227,857","Turkey","Bursa, Turkey"
"Gemlik","Bursa","118,037","Turkey","Gemlik, Turkey"
"İnegöl","Bursa","286,848","Turkey","İnegöl, Turkey"
"Mudanya","Bursa","105,308","Turkey","Mudanya, Turkey"
"Mustafakemalpaşa","Bursa","101,407","Turkey","Mustafakemalpaşa, Turkey"
"Çanakkale","Çanakkale","143,622","Turkey","Çanakkale, Turkey"
"Çorum","Çorum","267,396","Turkey","Çorum, Turkey"
"Denizli","Denizli","677,072","Turkey","Denizli, Turkey"
"Diyarbakır","Diyarbakır","1,129,218","Turkey","Diyarbakır, Turkey"
"Bismil","Diyarbakır","118,592","Turkey","Bismil, Turkey"
"Ergani","Diyarbakır","135,514","Turkey","Ergani, Turkey"
"Düzce","Düzce","188,928","Turkey","Düzce, Turkey"
"Edirne","Edirne","174,662","Turkey","Edirne, Turkey"
"Elazığ","Elazığ","381,158","Turkey","Elazığ, Turkey"
"Erzincan","Erzincan","149,274","Turkey","Erzincan, Turkey"
"Erzurum","Erzurum","428,302","Turkey","Erzurum, Turkey"
"Eskişehir","Eskişehir","797,708","Turkey","Eskişehir, Turkey"
"Nizip","Gaziantep","147,865","Turkey","Nizip, Turkey"
"Gaziantep","Gaziantep","1,775,904","Turkey","Gaziantep, Turkey"
"Giresun","Giresun","122,787","Turkey","Giresun, Turkey"
"Antakya","Hatay","555,833","Turkey","Antakya, Turkey"
"İskenderun","Hatay","350,456","Turkey","İskenderun, Turkey"
"Dörtyol","Hatay","127,989","Turkey","Dörtyol, Turkey"
"Kırıkhan","Hatay","119,854","Turkey","Kırıkhan, Turkey"
"Reyhanlı","Hatay","105,309","Turkey","Reyhanlı, Turkey"
"Samandağ","Hatay","123,999","Turkey","Samandağ, Turkey"
"Isparta","Isparta","245,784","Turkey","Isparta, Turkey"
"Istanbul","Istanbul","15,514,128","Turkey","Istanbul, Turkey"
"Silivri","Istanbul","209,014","Turkey","Silivri, Turkey"
"İzmir","İzmir","2,959,355","Turkey","İzmir, Turkey"
"Aliağa","İzmir","103,364","Turkey","Aliağa, Turkey"
"Bergama","İzmir","104,980","Turkey","Bergama, Turkey"
"Kemalpaşa","İzmir","112,049","Turkey","Kemalpaşa, Turkey"
"Menderes","İzmir","104,147","Turkey","Menderes, Turkey"
"Menemen","İzmir","193,229","Turkey","Menemen, Turkey"
"Ödemiş","İzmir","132,769","Turkey","Ödemiş, Turkey"
"Torbalı","İzmir","201,476","Turkey","Torbalı, Turkey"
"Kahramanmaraş","Kahramanmaraş","671,849","Turkey","Kahramanmaraş, Turkey"
"Elbistan","Kahramanmaraş","141,977","Turkey","Elbistan, Turkey"
"Karabük","Karabük","123,309","Turkey","Karabük, Turkey"
"Karaman","Karaman","172,683","Turkey","Karaman, Turkey"
"Kastamonu","Kastamonu","125,622","Turkey","Kastamonu, Turkey"
"Kayseri","Kayseri","1,175,886","Turkey","Kayseri, Turkey"
"Kilis","Kilis","108,984","Turkey","Kilis, Turkey"
"Kırıkkale","Kırıkkale","188,769","Turkey","Kırıkkale, Turkey"
"Lüleburgaz","Kırklareli","123,889","Turkey","Lüleburgaz, Turkey"
"Kırşehir","Kırşehir","148,207","Turkey","Kırşehir, Turkey"
"İzmit","Kocaeli","1,105,780","Turkey","İzmit, Turkey"
"Gebze","Kocaeli","815,795","Turkey","Gebze, Turkey"
"Ereğli","Konya","149,333","Turkey","Ereğli, Turkey"
"Konya","Konya","1,390,051","Turkey","Konya, Turkey"
"Kütahya","Kütahya","258,592","Turkey","Kütahya, Turkey"
"Malatya","Malatya","641,799","Turkey","Malatya, Turkey"
"Manisa","Manisa","425,654","Turkey","Manisa, Turkey"
"Akhisar","Manisa","176,000","Turkey","Akhisar, Turkey"
"Alaşehir","Manisa","105,380","Turkey","Alaşehir, Turkey"
"Salihli","Manisa","164,710","Turkey","Salihli, Turkey"
"Soma","Manisa","111,218","Turkey","Soma, Turkey"
"Turgutlu","Manisa","172,413","Turkey","Turgutlu, Turkey"
"Mardin","Mardin","186,622","Turkey","Mardin, Turkey"
"Kızıltepe","Mardin","263,938","Turkey","Kızıltepe, Turkey"
"Midyat","Mardin","118,625","Turkey","Midyat, Turkey"
"Nusaybin","Mardin","113,728","Turkey","Nusaybin, Turkey"
"Mersin","Mersin","1,064,850","Turkey","Mersin, Turkey"
"Tarsus","Mersin","347,314","Turkey","Tarsus, Turkey"
"Silifke","Mersin","127,849","Turkey","Silifke, Turkey"
"Erdemli","Mersin","147,512","Turkey","Erdemli, Turkey"
"Muğla","Muğla","118,443","Turkey","Muğla, Turkey"
"Bodrum","Muğla","187,284","Turkey","Bodrum, Turkey"
"Fethiye","Muğla","170,379","Turkey","Fethiye, Turkey"
"Milas","Muğla","145,275","Turkey","Milas, Turkey"
"Muş","Muş","116,070","Turkey","Muş, Turkey"
"Nevşehir","Nevşehir","120,599","Turkey","Nevşehir, Turkey"
"Niğde","Niğde","166,511","Turkey","Niğde, Turkey"
"Ordu","Ordu","229,214","Turkey","Ordu, Turkey"
"Fatsa","Ordu","124,255","Turkey","Fatsa, Turkey"
"Ünye","Ordu","130,692","Turkey","Ünye, Turkey"
"Osmaniye","Osmaniye","247,276","Turkey","Osmaniye, Turkey"
"Rize","Rize","119,828","Turkey","Rize, Turkey"
"Sakarya","Sakarya","577,365","Turkey","Sakarya, Turkey"
"Samsun","Samsun","733,861","Turkey","Samsun, Turkey"
"Bafra","Samsun","142,341","Turkey","Bafra, Turkey"
"Çarşamba","Samsun","140,439","Turkey","Çarşamba, Turkey"
"Urfa","Şanlıurfa","1,031,664","Turkey","Urfa, Turkey"
"Akçakale","Şanlıurfa","120,834","Turkey","Akçakale, Turkey"
"Siverek","Şanlıurfa","266,971","Turkey","Siverek, Turkey"
"Suruç","Şanlıurfa","101,178","Turkey","Suruç, Turkey"
"Viranşehir","Şanlıurfa","205,380","Turkey","Viranşehir, Turkey"
"Siirt","Siirt","160,340","Turkey","Siirt, Turkey"
"Cizre","Şırnak","130,190","Turkey","Cizre, Turkey"
"Silopi","Şırnak","103,381","Turkey","Silopi, Turkey"
"Sivas","Sivas","362,002","Turkey","Sivas, Turkey"
"Tekirdağ","Tekirdağ","210,547","Turkey","Tekirdağ, Turkey"
"Çerkezköy","Tekirdağ","327,549","Turkey","Çerkezköy, Turkey"
"Çorlu","Tekirdağ","350,935","Turkey","Çorlu, Turkey"
"Tokat","Tokat","161,169","Turkey","Tokat, Turkey"
"Trabzon","Trabzon","350,935","Turkey","Trabzon, Turkey"
"Uşak","Uşak","232,819","Turkey","Uşak, Turkey"
"Van","Van","631,827","Turkey","Van, Turkey"
"Erçiş","Van","173,606","Turkey","Erçiş, Turkey"
"Yalova","Yalova","135,355","Turkey","Yalova, Turkey"
"Ereğli","Zonguldak","121,439","Turkey","Ereğli, Turkey"
"Zonguldak","Zonguldak","165,325","Turkey","Zonguldak, Turkey"
"Ashgabat","Ashgabat","1,000,000","Turkmenistan","Ashgabat, Turkmenistan"
"Daşoguz","Daşoguz","210,000","Turkmenistan","Daşoguz, Turkmenistan"
"Mary","Mary","123,000","Turkmenistan","Mary, Turkmenistan"
"Türkmenabat","Lebap","254,000","Turkmenistan","Türkmenabat, Turkmenistan"
"Kampala","Central Region","1,507,080","Uganda","Kampala, Uganda"
"Nansana","Central Region","365,124","Uganda","Nansana, Uganda"
"Kira","Central Region","317,157","Uganda","Kira, Uganda"
"Ssabagabo","Central Region","283,272","Uganda","Ssabagabo, Uganda"
"Mbarara","Western Region","195,531","Uganda","Mbarara, Uganda"
"Mukono","Central Region","162,710","Uganda","Mukono, Uganda"
"Njeru","Central Region","159,549","Uganda","Njeru, Uganda"
"Gulu","Northern Region","150,306","Uganda","Gulu, Uganda"
"Lugazi","Central Region","114,524","Uganda","Lugazi, Uganda"
"Mubende","Central Region","103,473","Uganda","Mubende, Uganda"
"Masaka","Central Region","103,227","Uganda","Masaka, Uganda"
"Kasese","Western Region","101,065","Uganda","Kasese, Uganda"
"Hoima","Western Region","100,099","Uganda","Hoima, Uganda"
"Alchevsk","Luhansk Oblast","106,550","Ukraine","Alchevsk, Ukraine"
"Berdiansk","Zaporizhzhia Oblast","107,928","Ukraine","Berdiansk, Ukraine"
"Bila Tserkva","Kyiv Oblast","208,737","Ukraine","Bila Tserkva, Ukraine"
"Brovary","Kyiv Oblast","109,473","Ukraine","Brovary, Ukraine"
"Cherkasy","Cherkasy Oblast","272,651","Ukraine","Cherkasy, Ukraine"
"Chernihiv","Chernihiv Oblast","285,234","Ukraine","Chernihiv, Ukraine"
"Chernivtsi","Chernivtsi Oblast","265,471","Ukraine","Chernivtsi, Ukraine"
"Dnipro","Dnipropetrovsk Oblast","980,948","Ukraine","Dnipro, Ukraine"
"Donetsk","Donetsk Oblast","905,364","Ukraine","Donetsk, Ukraine"
"Horlivka","Donetsk Oblast","241,106","Ukraine","Horlivka, Ukraine"
"Ivano-Frankivsk","Ivano-Frankivsk Oblast","237,855","Ukraine","Ivano-Frankivsk, Ukraine"
"Kamianske","Dnipropetrovsk Oblast","229,794","Ukraine","Kamianske, Ukraine"
"Kerch","Autonomous Republic of Crimea","149,566","Ukraine","Kerch, Ukraine"
"Kharkiv","Kharkiv Oblast","1,433,886","Ukraine","Kharkiv, Ukraine"
"Kherson","Kherson Oblast","283,649","Ukraine","Kherson, Ukraine"
"Khmelnytskyi","Khmelnytskyi Oblast","274,582","Ukraine","Khmelnytskyi, Ukraine"
"Kramatorsk","Donetsk Oblast","164,700","Ukraine","Kramatorsk, Ukraine"
